Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,clusters
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.93194184,0
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.11691123,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.18514941,0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216,0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.63826496,0
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.9346198,0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902,0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.37828264,0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.73276323,0
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.65511224,0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.69562145,0
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.06431126,0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.6980396,0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.27558064,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.85696881,0
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.30117120000001,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.30117120000001,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.30117120000001,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.30117120000001,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.99702236,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.10122316,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.79851328,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808964,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005616,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,66.69990824,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886904,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999998,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.96358776,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128,0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.23222360000001,0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468,0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416,0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848,0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324,0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888,0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348,0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352,0
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208,0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528,0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016,0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624,0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696,0
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978,0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684,0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784,0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364,0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172,0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784,0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112,0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548,0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.50359739999999,0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524,0
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784,0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152,0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548,0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.3314882,0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.8472962,0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546,0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728,0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874,0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475,0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56.0,51.95891136,0
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748,0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324,0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592,0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748,0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.6430514,0
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188,0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044,0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688,0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.93978588,0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.43490960000001,0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076,0
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016,0
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14.0,47.7117392,0
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208,0
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,66.82401392,0
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196,0
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052,0
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734,0
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276,0
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716,0
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.52831864,0
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788,0
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14.0,38.60376124,0
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796,0
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176,0
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864,0
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841,0
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328,0
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.21973308,0
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778,0
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658,0
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836,0
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14.0,25.62092816,0
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212,0
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114,0
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.057776200000006,0
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648,0
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226508,0
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932,0
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466,0
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021204,0
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856,0
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28088668,0
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668,0
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224,0
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132,0
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876,0
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.37597436,0
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.64760796,0
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932,0
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204,0
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936,0
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.24927068,0
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856,0
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004,0
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864,0
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132,0
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268,0
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288,0
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996,0
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132,0
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28.0,76.23536132,0
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404,0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888,0
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172,0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3.0,15.81657944,0
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3.0,12.5484632,0
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956,0
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664,0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616,0
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3.0,11.98309288,0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248,0
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14.0,34.23937816,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14.0,29.7508894,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14.0,33.00521612,0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136,0
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416,0
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176,0
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992,0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14.0,24.28334472,0
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856,0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088,0
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516,0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,37.81086384,0
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504,0
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248,0
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624,0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778,0
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176,0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228,0
